file,StartLUFS,Gain_dB,PlaybackLUFS,Pre_dBTP,Post_dBTP,LimiterTriggered
1kHz Sine -20 LUFS-16bit.wav,-18.7712212157565,4.77122121575651,-14,-19.9463629455627,-15.1751417298062,0
1kHz Sine -26 LUFS-16bit.wav,-24.7712225944977,10.7712225944977,-14.0000000000002,-25.943270464476,-15.1720478699783,0
1kHz Sine -40 LUFS-16bit.wav,-38.8106799451868,24.8106799451868,-14.0000000000062,-39.9463629455627,-15.1356830003759,0
EBU-reference_listening_signal_pinknoise_500Hz_2kHz_R128.wav,-19.1057227045304,5.10572270453042,-14,-9.30020125834252,-4.1944785538121,0
seq-3341-1-16bit.wav,-21.7709548163406,7.77095481634056,-14.0000000000001,-22.9470382757925,-15.176083459452,0
seq-3341-10-1-24bit.wav,-22.0901192856295,8.09011928562948,-14.0000000000001,-22.9944721429719,-14.9043528573425,0
seq-3341-10-10-24bit.wav,-22.0913030876881,8.09130308768808,-14.0000000000001,-22.9944721429719,-14.9031690552839,0
seq-3341-10-11-24bit.wav,-22.6028281966366,8.60282819663664,-14.0000000000002,-22.9944721429719,-14.3916439463353,0
seq-3341-10-12-24bit.wav,-22.0913030876881,8.09130308768808,-14.0000000000001,-22.9944721429719,-14.9031690552839,0
seq-3341-10-13-24bit.wav,-22.0913162768707,8.09131627687074,-14.0000000000001,-22.9944721429719,-14.9031558661012,0
seq-3341-10-14-24bit.wav,-22.6028281966366,8.60282819663664,-14.0000000000002,-22.9944721429719,-14.3916439463353,0
seq-3341-10-15-24bit.wav,-22.091303087688,8.09130308768804,-14.0000000000001,-22.9944721429719,-14.9031690552839,0
seq-3341-10-16-24bit.wav,-22.6028281966367,8.60282819663665,-14.0000000000001,-22.9944721429719,-14.3916439463353,0
seq-3341-10-17-24bit.wav,-22.0913142164673,8.09131421646727,-14.0000000000001,-22.9944721429719,-14.9031579265047,0
seq-3341-10-18-24bit.wav,-22.0913030876881,8.09130308768809,-14.0000000000001,-22.9944721429719,-14.9031690552838,0
seq-3341-10-19-24bit.wav,-22.6028281966366,8.60282819663664,-14.0000000000001,-22.9944721429719,-14.3916439463353,0
seq-3341-10-2-24bit.wav,-22.0913030874319,8.09130308743192,-14.0000000000001,-22.9944721429719,-14.90316905554,0
seq-3341-10-20-24bit.wav,-22.0913030876881,8.09130308768807,-14.0000000000001,-22.9944721429719,-14.9031690552839,0
seq-3341-10-3-24bit.wav,-22.6028281963805,8.60282819638048,-14.0000000000002,-22.9944721429719,-14.3916439465915,0
seq-3341-10-4-24bit.wav,-22.0913030876881,8.09130308768806,-14.0000000000001,-22.9944721429719,-14.9031690552839,0
seq-3341-10-5-24bit.wav,-22.0913162768707,8.09131627687073,-14.0000000000001,-22.9944721429719,-14.9031558661012,0
seq-3341-10-6-24bit.wav,-22.6028281966366,8.60282819663661,-14.0000000000002,-22.9944721429719,-14.3916439463353,0
seq-3341-10-7-24bit.wav,-22.091303087688,8.09130308768804,-14.0000000000001,-22.9944721429719,-14.9031690552839,0
seq-3341-10-8-24bit.wav,-22.6028281966366,8.60282819663664,-14.0000000000002,-22.9944721429719,-14.3916439463353,0
seq-3341-10-9-24bit.wav,-22.0913142164673,8.09131421646729,-14.0000000000001,-22.9944721429719,-14.9031579265047,0
seq-3341-11-24bit.wav,-23.6541009160354,9.65410091603537,-14.0000000000002,-18.994475376778,-9.34037446074259,0
seq-3341-12-24bit.wav,-21.7761108844975,7.77611088449746,-14.0000000000001,-19.9944705540917,-12.2183596695942,0
seq-3341-13-1-24bit.wav,-21.8010128078895,7.80101280788947,-14.0000000000001,-22.9944721429719,-15.1934593350825,0
seq-3341-13-10-24bit.wav.wav,-24.820081349729,10.820081349729,-14.0000000000002,-22.9944721429719,-12.174390793243,0
seq-3341-13-11-24bit.wav.wav,-24.820081349729,10.820081349729,-14.0000000000002,-22.9944721429719,-12.174390793243,0
seq-3341-13-12-24bit.wav.wav,-24.820081349729,10.820081349729,-14.0000000000002,-22.9944721429719,-12.174390793243,0
seq-3341-13-13-24bit.wav.wav,-24.820081349729,10.820081349729,-14.0000000000003,-22.9944721429719,-12.174390793243,0
seq-3341-13-14-24bit.wav.wav,-24.820081349729,10.820081349729,-14.0000000000003,-22.9944721429719,-12.174390793243,0
seq-3341-13-15-24bit.wav.wav,-24.820081349729,10.820081349729,-14.0000000000003,-22.9944721429719,-12.174390793243,0
seq-3341-13-16-24bit.wav.wav,-24.820081349729,10.820081349729,-14.0000000000003,-22.9944721429719,-12.174390793243,0
seq-3341-13-17-24bit.wav.wav,-24.8200813497289,10.8200813497289,-14.0000000000002,-22.9944721429719,-12.174390793243,0
seq-3341-13-18-24bit.wav.wav,-24.8200813497289,10.8200813497289,-14.0000000000002,-22.9944721429719,-12.174390793243,0
seq-3341-13-19-24bit.wav.wav,-24.8200813497262,10.8200813497262,-14.0000000000002,-22.9944721429719,-12.1743907932458,0
seq-3341-13-2-24bit.wav,-24.8200813425608,10.8200813425608,-14.0000000000002,-22.9944721429719,-12.1743908004112,0
seq-3341-13-20-24bit.wav.wav,-24.8200813499457,10.8200813499457,-14.0000000000003,-22.9944721429719,-12.1743907930262,0
seq-3341-13-3-24bit.wav.wav,-24.8200813495731,10.8200813495731,-14.0000000000003,-22.9944721429719,-12.1743907933989,0
seq-3341-13-4-24bit.wav.wav,-24.8200813497279,10.8200813497279,-14.0000000000002,-22.9944721429719,-12.174390793244,0
seq-3341-13-5-24bit.wav.wav,-24.820081349729,10.820081349729,-14.0000000000002,-22.9944721429719,-12.174390793243,0
seq-3341-13-6-24bit.wav.wav,-24.8200813497289,10.8200813497289,-14.0000000000003,-22.9944721429719,-12.1743907932431,0
seq-3341-13-7-24bit.wav.wav,-24.8200813497289,10.8200813497289,-14.0000000000003,-22.9944721429719,-12.1743907932431,0
seq-3341-13-8-24bit.wav.wav,-24.8200813497289,10.8200813497289,-14.0000000000003,-22.9944721429719,-12.1743907932431,0
seq-3341-13-9-24bit.wav.wav,-24.8200813497289,10.8200813497289,-14.0000000000003,-22.9944721429719,-12.174390793243,0
seq-3341-14-24bit.wav.wav,-26.3206025932746,12.3206025932746,-14.0000000000003,-18.994475376778,-6.67387278350333,0
seq-3341-15-24bit.wav.wav,-9.83040642208662,-4.16959357791338,-14.0000000000001,-5.99473756408632,-10.1643311419997,0
seq-3341-16-24bit.wav.wav,-9.83040750679165,-4.16959249320835,-14.0000000000001,-5.98509709681388,-10.1546895900222,0
seq-3341-17-24bit.wav.wav,-9.72089647693661,-4.27910352306339,-14.0000000000001,-5.99351728957482,-10.2726208126382,0
seq-3341-18-24bit.wav.wav,-9.57140442141814,-4.42859557858186,-13.9999999999999,-5.9917409382603,-10.4203365168422,0
seq-3341-19-24bit.wav.wav,-0.820424499625285,-13.1795755003747,-13.9999999999998,3.02488598129204,-10.1546895190827,0
seq-3341-2-16bit.wav,-31.7778880041041,17.7778880041041,-14.0000000000012,-32.9129700670187,-15.1350820629147,0
seq-3341-20-24bit.wav.wav,-9.72044166014391,-4.27955833985609,-14,-0.124655753649378,-4.40421409350547,0
seq-3341-2011-8_seq-3342-6-24bit-v02.wav,-21.315648740085,7.31564874008499,-14.0159591066206,-3.34923137886215,0.550945249739893,1
seq-3341-21-24bit.wav.wav,-9.72044178833434,-4.27955821166566,-14,-0.11265928866717,-4.39221750033283,0
seq-3341-22-24bit.wav.wav,-9.72044158485638,-4.27955841514362,-14,-0.137894024032598,-4.41745243917622,0
seq-3341-23-24bit.wav.wav,-9.72044168702477,-4.27955831297523,-14,-0.112658508919264,-4.3922168218945,0
seq-3341-3-16bit-v02.wav,-21.8114699293086,7.81146992930857,-14.0000000000001,-22.9937116263453,-15.1822416970367,0
seq-3341-4-16bit-v02.wav,-21.8114699293086,7.81146992930857,-14.0000000000001,-22.9937116263453,-15.1822416970367,0
seq-3341-5-16bit-v02.wav,-21.8293363329479,7.82933633294793,-14.0000000000001,-19.9939424965158,-12.1646061635678,0
seq-3341-6-5channels-16bit.wav,-26.5152712900285,12.5152712900285,-14.0000000000003,-27.7006572077778,-15.1853859177493,0
seq-3341-6-6channels-WAVEEX-16bit.wav,-28.0988962109808,14.0988962109808,-14.0000000000005,-29.2842821287303,-15.1853859177495,0
seq-3341-7_seq-3342-5-24bit.wav,-19.654147154163,5.65414715416297,-14.0000000000001,-9.01820403889822,-3.36405688473525,0
seq-3341-9-24bit.wav,-21.8609359497637,7.86093594976371,-14.0000000000001,-19.9944705540917,-12.133534604328,0
seq-3342-1-16bit.wav,-21.4073711765114,7.40737117651139,-14.0000000000001,-19.9939424965158,-12.5865713200044,0
seq-3342-2-16bit.wav,-15.6282810956826,1.62828109568257,-14,-14.9945709623603,-13.3662898666777,0
seq-3342-3-16bit.wav,-18.8107756733952,4.81077567339524,-14,-19.9939424965158,-15.1831668231205,0
seq-3342-4-16bit.wav,-23.3159221615523,9.31592216155232,-14.0000000000001,-19.9939424965158,-10.6780203349635,0
